,dateday,season,year,month,hour,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,windspeed,casual,registered,count_total
14818,,Fall,1,Sep,15,0,Fri,1,Misty/Cloudy,0.72,0.6667,0.48,0.1343,94,273,367
14819,,Fall,1,Sep,16,0,Fri,1,Misty/Cloudy,0.72,0.6667,0.51,0.0,109,454,563
14820,,Fall,1,Sep,17,0,Fri,1,Clear/Partly Cloudy,0.72,0.6667,0.51,0.194,137,757,894
14821,,Fall,1,Sep,18,0,Fri,1,Clear/Partly Cloudy,0.72,0.6515,0.45,0.2239,116,692,808
14822,,Fall,1,Sep,19,0,Fri,1,Clear/Partly Cloudy,0.68,0.6364,0.57,0.1642,83,496,579
14823,,Fall,1,Sep,20,0,Fri,1,Clear/Partly Cloudy,0.66,0.6212,0.61,0.1045,67,337,404
14824,,Fall,1,Sep,21,0,Fri,1,Clear/Partly Cloudy,0.64,0.6061,0.73,0.2239,42,270,312
14825,,Fall,1,Sep,22,0,Fri,1,Clear/Partly Cloudy,0.62,0.5758,0.83,0.194,40,189,229
14826,,Fall,1,Sep,23,0,Fri,1,Clear/Partly Cloudy,0.62,0.5909,0.78,0.0896,27,168,195
14827,,Fall,1,Sep,0,0,Sat,0,Clear/Partly Cloudy,0.6,0.5606,0.83,0.1045,38,169,207
14828,,Fall,1,Sep,1,0,Sat,0,Clear/Partly Cloudy,0.6,0.5909,0.73,0.0,8,101,109
14829,,Fall,1,Sep,2,0,Sat,0,Clear/Partly Cloudy,0.58,0.5455,0.78,0.1045,18,75,93
14830,,Fall,1,Sep,3,0,Sat,0,Clear/Partly Cloudy,0.6,0.5909,0.73,0.2537,6,31,37
14831,,Fall,1,Sep,4,0,Sat,0,Misty/Cloudy,0.6,0.5909,0.69,0.3582,3,3,6
14832,,Fall,1,Sep,5,0,Sat,0,Clear/Partly Cloudy,0.58,0.5455,0.6,0.5224,1,15,16
14833,,Fall,1,Sep,6,0,Sat,0,Clear/Partly Cloudy,0.54,0.5152,0.49,0.4179,6,27,33
14834,,Fall,1,Sep,7,0,Sat,0,Clear/Partly Cloudy,0.54,0.5152,0.52,0.2836,10,63,73
14835,,Fall,1,Sep,8,0,Sat,0,Clear/Partly Cloudy,0.56,0.5303,0.49,0.4179,43,169,212
14836,,Fall,1,Sep,9,0,Sat,0,Clear/Partly Cloudy,0.6,0.6212,0.43,0.4179,79,263,342
14837,,Fall,1,Sep,10,0,Sat,0,Clear/Partly Cloudy,0.62,0.6212,0.41,0.3881,119,323,442
14838,,Fall,1,Sep,11,0,Sat,0,Clear/Partly Cloudy,0.64,0.6212,0.38,0.3881,228,399,627
14839,,Fall,1,Sep,12,0,Sat,0,Clear/Partly Cloudy,0.66,0.6212,0.36,0.3582,287,419,706
14840,,Fall,1,Sep,13,0,Sat,0,Clear/Partly Cloudy,0.68,0.6364,0.36,0.194,327,377,704
14841,,Fall,1,Sep,14,0,Sat,0,Clear/Partly Cloudy,0.68,0.6364,0.34,0.3284,325,390,715
14842,,Fall,1,Sep,15,0,Sat,0,Misty/Cloudy,0.68,0.6364,0.34,0.2836,312,342,654
14843,,Fall,1,Sep,16,0,Sat,0,Misty/Cloudy,0.66,0.6212,0.36,0.2239,350,433,783
14844,,Fall,1,Sep,17,0,Sat,0,Misty/Cloudy,0.66,0.6212,0.36,0.2537,295,434,729
14845,,Fall,1,Sep,18,0,Sat,0,Misty/Cloudy,0.64,0.6212,0.36,0.2836,232,382,614
14846,,Fall,1,Sep,19,0,Sat,0,Clear/Partly Cloudy,0.62,0.6212,0.41,0.1642,169,309,478
14847,,Fall,1,Sep,20,0,Sat,0,Clear/Partly Cloudy,0.6,0.6212,0.43,0.0896,89,241,330
14848,,Fall,1,Sep,21,0,Sat,0,Clear/Partly Cloudy,0.56,0.5303,0.52,0.1045,86,210,296
14849,,Fall,1,Sep,22,0,Sat,0,Clear/Partly Cloudy,0.56,0.5303,0.52,0.0,82,197,279
14850,,Fall,1,Sep,23,0,Sat,0,Clear/Partly Cloudy,0.54,0.5152,0.6,0.0,47,182,229
14851,,Fall,1,Sep,0,0,Sun,0,Clear/Partly Cloudy,0.54,0.5152,0.64,0.0,28,123,151
14852,,Fall,1,Sep,1,0,Sun,0,Clear/Partly Cloudy,0.54,0.5152,0.64,0.0,35,82,117
14853,,Fall,1,Sep,2,0,Sun,0,Clear/Partly Cloudy,0.52,0.5,0.63,0.0,27,62,89
14854,,Fall,1,Sep,3,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.68,0.0,10,38,48
14855,,Fall,1,Sep,4,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.72,0.0,2,6,8
14856,,Fall,1,Sep,5,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.72,0.0,3,10,13
14857,,Fall,1,Sep,6,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.72,0.0,9,26,35
14858,,Fall,1,Sep,7,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.77,0.1045,28,43,71
14859,,Fall,1,Sep,8,0,Sun,0,Clear/Partly Cloudy,0.54,0.5152,0.64,0.1642,34,94,128
14860,,Fall,1,Sep,9,0,Sun,0,Clear/Partly Cloudy,0.58,0.5455,0.6,0.1343,70,226,296
14861,,Fall,1,Sep,10,0,Sun,0,Clear/Partly Cloudy,0.62,0.6212,0.5,0.1045,160,330,490
14862,,Fall,1,Sep,11,0,Sun,0,Clear/Partly Cloudy,0.64,0.6212,0.47,0.1642,183,376,559
14863,,Fall,1,Sep,12,0,Sun,0,Clear/Partly Cloudy,0.66,0.6212,0.44,0.1642,188,468,656
14864,,Fall,1,Sep,13,0,Sun,0,Clear/Partly Cloudy,0.64,0.6212,0.41,0.1642,240,454,694
14865,,Fall,1,Sep,14,0,Sun,0,Clear/Partly Cloudy,0.66,0.6212,0.39,0.1343,225,410,635
14866,,Fall,1,Sep,15,0,Sun,0,Clear/Partly Cloudy,0.64,0.6212,0.41,0.1642,215,342,557
14867,,Fall,1,Sep,16,0,Sun,0,Clear/Partly Cloudy,0.64,0.6212,0.44,0.1642,194,402,596
14868,,Fall,1,Sep,17,0,Sun,0,Clear/Partly Cloudy,0.66,0.6212,0.41,0.0,177,393,570
14869,,Fall,1,Sep,18,0,Sun,0,Clear/Partly Cloudy,0.62,0.6212,0.5,0.1642,120,361,481
14870,,Fall,1,Sep,19,0,Sun,0,Clear/Partly Cloudy,0.62,0.6212,0.5,0.1343,91,312,403
14871,,Fall,1,Sep,20,0,Sun,0,Clear/Partly Cloudy,0.6,0.6212,0.53,0.1045,57,267,324
14872,,Fall,1,Sep,21,0,Sun,0,Clear/Partly Cloudy,0.6,0.6212,0.56,0.1045,43,148,191
14873,,Fall,1,Sep,22,0,Sun,0,Clear/Partly Cloudy,0.56,0.5303,0.68,0.0896,18,109,127
14874,,Fall,1,Sep,23,0,Sun,0,Clear/Partly Cloudy,0.54,0.5152,0.68,0.1045,9,85,94
14875,,Fall,1,Sep,0,0,Mon,1,Clear/Partly Cloudy,0.54,0.5152,0.68,0.1642,14,31,45
14876,,Fall,1,Sep,1,0,Mon,1,Clear/Partly Cloudy,0.52,0.5,0.72,0.0896,9,12,21
14877,,Fall,1,Sep,2,0,Mon,1,Clear/Partly Cloudy,0.52,0.5,0.72,0.0,5,8,13
14878,,Fall,1,Sep,3,0,Mon,1,Clear/Partly Cloudy,0.5,0.4848,0.77,0.0896,0,7,7
14879,,Fall,1,Sep,4,0,Mon,1,Clear/Partly Cloudy,0.5,0.4848,0.77,0.0,2,9,11
14880,,Fall,1,Sep,5,0,Mon,1,Clear/Partly Cloudy,0.48,0.4697,0.82,0.0896,1,44,45
14881,,Fall,1,Sep,6,0,Mon,1,Clear/Partly Cloudy,0.48,0.4697,0.82,0.0,7,157,164
14882,,Fall,1,Sep,7,0,Mon,1,Clear/Partly Cloudy,0.52,0.5,0.77,0.0,18,474,492
14883,,Fall,1,Sep,8,0,Mon,1,Clear/Partly Cloudy,0.54,0.5152,0.77,0.0896,36,647,683
14884,,Fall,1,Sep,9,0,Mon,1,Clear/Partly Cloudy,0.58,0.5455,0.68,0.1343,34,265,299
14885,,Fall,1,Sep,10,0,Mon,1,Misty/Cloudy,0.62,0.6061,0.65,0.194,73,129,202
14886,,Fall,1,Sep,11,0,Mon,1,Misty/Cloudy,0.62,0.6061,0.69,0.2239,61,191,252
14887,,Fall,1,Sep,12,0,Mon,1,Misty/Cloudy,0.62,0.6061,0.69,0.194,62,233,295
14888,,Fall,1,Sep,13,0,Mon,1,Clear/Partly Cloudy,0.64,0.6061,0.65,0.2537,112,231,343
14889,,Fall,1,Sep,14,0,Mon,1,Misty/Cloudy,0.64,0.6061,0.65,0.2537,129,203,332
14890,,Fall,1,Sep,15,0,Mon,1,Misty/Cloudy,0.64,0.6061,0.65,0.2537,82,256,338
14891,,Fall,1,Sep,16,0,Mon,1,Misty/Cloudy,0.64,0.6061,0.69,0.2537,74,379,453
14892,,Fall,1,Sep,17,0,Mon,1,Misty/Cloudy,0.64,0.6061,0.65,0.2239,102,740,842
14893,,Fall,1,Sep,18,0,Mon,1,Misty/Cloudy,0.62,0.5909,0.73,0.1642,66,708,774
14894,,Fall,1,Sep,19,0,Mon,1,Misty/Cloudy,0.62,0.5909,0.73,0.1045,51,435,486
14895,,Fall,1,Sep,20,0,Mon,1,Misty/Cloudy,0.62,0.5909,0.73,0.1343,32,308,340
14896,,Fall,1,Sep,21,0,Mon,1,Light Snow/Rain,0.62,0.5758,0.83,0.2239,28,205,233
14897,,Fall,1,Sep,22,0,Mon,1,Light Snow/Rain,0.62,0.5758,0.83,0.2537,20,109,129
14898,,Fall,1,Sep,23,0,Mon,1,Light Snow/Rain,0.6,0.5152,0.94,0.2537,4,66,70
14899,,Fall,1,Sep,0,0,Tue,1,Light Snow/Rain,0.6,0.5152,0.94,0.2537,2,11,13
14900,,Fall,1,Sep,1,0,Tue,1,Light Snow/Rain,0.6,0.5152,0.94,0.194,0,5,5
14901,,Fall,1,Sep,2,0,Tue,1,Light Snow/Rain,0.6,0.5152,0.94,0.194,0,4,4
14902,,Fall,1,Sep,3,0,Tue,1,Misty/Cloudy,0.62,0.5455,0.94,0.2836,0,6,6
14903,,Fall,1,Sep,4,0,Tue,1,Misty/Cloudy,0.62,0.5455,0.94,0.3582,2,5,7
14904,,Fall,1,Sep,5,0,Tue,1,Misty/Cloudy,0.64,0.5758,0.89,0.3284,3,45,48
14905,,Fall,1,Sep,6,0,Tue,1,Misty/Cloudy,0.64,0.5758,0.89,0.3284,4,163,167
14906,,Fall,1,Sep,7,0,Tue,1,Misty/Cloudy,0.64,0.5758,0.89,0.4478,13,343,356
14907,,Fall,1,Sep,8,0,Tue,1,Misty/Cloudy,0.66,0.6061,0.83,0.5522,32,640,672
14908,,Fall,1,Sep,9,0,Tue,1,Misty/Cloudy,0.66,0.6061,0.83,0.5821,27,266,293
14909,,Fall,1,Sep,10,0,Tue,1,Light Snow/Rain,0.68,0.6364,0.79,0.6418,30,130,160
14910,,Fall,1,Sep,11,0,Tue,1,Misty/Cloudy,0.68,0.6364,0.79,0.6418,36,115,151
14911,,Fall,1,Sep,12,0,Tue,1,Light Snow/Rain,0.68,0.6364,0.83,0.4478,16,72,88
14912,,Fall,1,Sep,13,0,Tue,1,Misty/Cloudy,0.7,0.6667,0.74,0.5821,17,97,114
14913,,Fall,1,Sep,14,0,Tue,1,Light Snow/Rain,0.6,0.5152,0.94,0.4627,27,116,143
14914,,Fall,1,Sep,15,0,Tue,1,Light Snow/Rain,0.6,0.5455,0.88,0.2537,1,35,36
14915,,Fall,1,Sep,16,0,Tue,1,Light Snow/Rain,0.6,0.5455,0.88,0.2985,19,122,141
14916,,Fall,1,Sep,17,0,Tue,1,Light Snow/Rain,0.6,0.5455,0.88,0.194,36,302,338
14917,,Fall,1,Sep,18,0,Tue,1,Misty/Cloudy,0.6,0.5455,0.88,0.1642,19,262,281
14918,,Fall,1,Sep,19,0,Tue,1,Misty/Cloudy,0.6,0.5455,0.88,0.2985,22,302,324
14919,,Fall,1,Sep,20,0,Tue,1,Misty/Cloudy,0.6,0.5455,0.88,0.194,19,271,290
14920,,Fall,1,Sep,21,0,Tue,1,Misty/Cloudy,0.6,0.5455,0.88,0.194,21,186,207
14921,,Fall,1,Sep,22,0,Tue,1,Light Snow/Rain,0.58,0.5455,0.83,0.4627,14,137,151
14922,,Fall,1,Sep,23,0,Tue,1,Misty/Cloudy,0.56,0.5303,0.83,0.2239,11,67,78
14923,,Fall,1,Sep,0,0,Wed,1,Misty/Cloudy,0.56,0.5303,0.68,0.2836,3,23,26
14924,,Fall,1,Sep,1,0,Wed,1,Misty/Cloudy,0.54,0.5152,0.68,0.2537,0,12,12
14925,,Fall,1,Sep,2,0,Wed,1,Misty/Cloudy,0.54,0.5152,0.64,0.3284,0,3,3
14926,,Fall,1,Sep,3,0,Wed,1,Misty/Cloudy,0.52,0.5,0.63,0.2537,1,4,5
14927,,Fall,1,Sep,4,0,Wed,1,Misty/Cloudy,0.52,0.5,0.68,0.3582,0,10,10
14928,,Fall,1,Sep,5,0,Wed,1,Misty/Cloudy,0.52,0.5,0.68,0.2836,2,54,56
14929,,Fall,1,Sep,6,0,Wed,1,Clear/Partly Cloudy,0.52,0.5,0.63,0.2537,6,166,172
14930,,Fall,1,Sep,7,0,Wed,1,Clear/Partly Cloudy,0.52,0.5,0.63,0.2239,16,529,545
14931,,Fall,1,Sep,8,0,Wed,1,Clear/Partly Cloudy,0.52,0.5,0.59,0.2239,39,758,797
14932,,Fall,1,Sep,9,0,Wed,1,Clear/Partly Cloudy,0.54,0.5152,0.6,0.2537,26,336,362
14933,,Fall,1,Sep,10,0,Wed,1,Clear/Partly Cloudy,0.56,0.5303,0.52,0.194,23,169,192
14934,,Fall,1,Sep,11,0,Wed,1,Clear/Partly Cloudy,0.6,0.6212,0.43,0.2537,44,203,247
14935,,Fall,1,Sep,12,0,Wed,1,Clear/Partly Cloudy,0.6,0.6212,0.43,0.2537,53,260,313
14936,,Fall,1,Sep,13,0,Wed,1,Clear/Partly Cloudy,0.6,0.6212,0.4,0.2537,55,234,289
14937,,Fall,1,Sep,14,0,Wed,1,Clear/Partly Cloudy,0.62,0.6212,0.38,0.2537,59,227,286
14938,,Fall,1,Sep,15,0,Wed,1,Clear/Partly Cloudy,0.62,0.6212,0.35,0.0,57,254,311
14939,,Fall,1,Sep,16,0,Wed,1,Clear/Partly Cloudy,0.62,0.6212,0.35,0.0,69,397,466
14940,,Fall,1,Sep,17,0,Wed,1,Clear/Partly Cloudy,0.6,0.6212,0.38,0.2239,74,812,886
14941,,Fall,1,Sep,18,0,Wed,1,Clear/Partly Cloudy,0.58,0.5455,0.4,0.2836,85,807,892
14942,,Fall,1,Sep,19,0,Wed,1,Clear/Partly Cloudy,0.56,0.5303,0.43,0.2239,72,539,611
14943,,Fall,1,Sep,20,0,Wed,1,Clear/Partly Cloudy,0.52,0.5,0.48,0.1642,31,378,409
14944,,Fall,1,Sep,21,0,Wed,1,Clear/Partly Cloudy,0.5,0.4848,0.59,0.1642,25,324,349
14945,,Fall,1,Sep,22,0,Wed,1,Clear/Partly Cloudy,0.5,0.4848,0.63,0.0896,31,198,229
14946,,Fall,1,Sep,23,0,Wed,1,Clear/Partly Cloudy,0.48,0.4697,0.67,0.0896,17,106,123
14947,,Fall,1,Sep,0,0,Thu,1,Clear/Partly Cloudy,0.5,0.4848,0.63,0.0,12,46,58
14948,,Fall,1,Sep,1,0,Thu,1,Clear/Partly Cloudy,0.46,0.4545,0.72,0.1045,4,14,18
14949,,Fall,1,Sep,2,0,Thu,1,Clear/Partly Cloudy,0.46,0.4545,0.72,0.0896,2,9,11
14950,,Fall,1,Sep,3,0,Thu,1,Clear/Partly Cloudy,0.44,0.4394,0.77,0.0,0,6,6
14951,,Fall,1,Sep,4,0,Thu,1,Clear/Partly Cloudy,0.44,0.4394,0.77,0.1045,0,6,6
14952,,Fall,1,Sep,5,0,Thu,1,Clear/Partly Cloudy,0.44,0.4394,0.77,0.1045,4,52,56
14953,,Fall,1,Sep,6,0,Thu,1,Clear/Partly Cloudy,0.44,0.4394,0.77,0.0,9,161,170
14954,,Fall,1,Sep,7,0,Thu,1,Clear/Partly Cloudy,0.46,0.4545,0.82,0.1045,20,514,534
14955,,Fall,1,Sep,8,0,Thu,1,Clear/Partly Cloudy,0.5,0.4848,0.68,0.0896,44,746,790
14956,,Fall,1,Sep,9,0,Thu,1,Clear/Partly Cloudy,0.56,0.5303,0.6,0.0896,25,330,355
14957,,Fall,1,Sep,10,0,Thu,1,Clear/Partly Cloudy,0.58,0.5455,0.53,0.0896,33,157,190
14958,,Fall,1,Sep,11,0,Thu,1,Clear/Partly Cloudy,0.62,0.6212,0.43,0.0,37,206,243
14959,,Fall,1,Sep,12,0,Thu,1,Clear/Partly Cloudy,0.62,0.6212,0.43,0.1343,57,233,290
14960,,Fall,1,Sep,13,0,Thu,1,Clear/Partly Cloudy,0.64,0.6212,0.44,0.1343,68,268,336
14961,,Fall,1,Sep,14,0,Thu,1,Clear/Partly Cloudy,0.64,0.6212,0.47,0.194,76,222,298
14962,,Fall,1,Sep,15,0,Thu,1,Clear/Partly Cloudy,0.66,0.6212,0.47,0.194,60,231,291
14963,,Fall,1,Sep,16,0,Thu,1,Clear/Partly Cloudy,0.64,0.6212,0.47,0.1642,72,385,457
14964,,Fall,1,Sep,17,0,Thu,1,Clear/Partly Cloudy,0.64,0.6212,0.5,0.2239,91,885,976
14965,,Fall,1,Sep,18,0,Thu,1,Clear/Partly Cloudy,0.6,0.6212,0.56,0.2537,119,781,900
14966,,Fall,1,Sep,19,0,Thu,1,Clear/Partly Cloudy,0.58,0.5455,0.6,0.2239,69,534,603
14967,,Fall,1,Sep,20,0,Thu,1,Clear/Partly Cloudy,0.56,0.5303,0.64,0.1343,57,360,417
14968,,Fall,1,Sep,21,0,Thu,1,Clear/Partly Cloudy,0.56,0.5303,0.64,0.194,28,246,274
14969,,Fall,1,Sep,22,0,Thu,1,Clear/Partly Cloudy,0.54,0.5152,0.73,0.1045,35,252,287
14970,,Fall,1,Sep,23,0,Thu,1,Clear/Partly Cloudy,0.54,0.5152,0.68,0.1045,17,137,154
14971,,Fall,1,Sep,0,0,Fri,1,Clear/Partly Cloudy,0.54,0.5152,0.68,0.0,13,53,66
14972,,Fall,1,Sep,1,0,Fri,1,Clear/Partly Cloudy,0.52,0.5,0.72,0.0,11,38,49
14973,,Fall,1,Sep,2,0,Fri,1,Clear/Partly Cloudy,0.52,0.5,0.72,0.0,6,8,14
14974,,Fall,1,Sep,3,0,Fri,1,Clear/Partly Cloudy,0.5,0.4848,0.77,0.0896,1,11,12
14975,,Fall,1,Sep,4,0,Fri,1,Clear/Partly Cloudy,0.5,0.4848,0.77,0.0,1,9,10
14976,,Fall,1,Sep,5,0,Fri,1,Clear/Partly Cloudy,0.5,0.4848,0.82,0.0,2,47,49
14977,,Fall,1,Sep,6,0,Fri,1,Clear/Partly Cloudy,0.5,0.4848,0.77,0.0896,19,146,165
14978,,Fall,1,Sep,7,0,Fri,1,Clear/Partly Cloudy,0.52,0.5,0.77,0.0,35,468,503
14979,,Fall,1,Sep,8,0,Fri,1,Clear/Partly Cloudy,0.54,0.5152,0.73,0.1343,31,726,757
14980,,Fall,1,Sep,9,0,Fri,1,Clear/Partly Cloudy,0.58,0.5455,0.68,0.1343,35,348,383
14981,,Fall,1,Sep,10,0,Fri,1,Clear/Partly Cloudy,0.62,0.6061,0.61,0.2239,44,181,225
14982,,Fall,1,Sep,11,0,Fri,1,Clear/Partly Cloudy,0.66,0.6212,0.57,0.2239,79,242,321
14983,,Fall,1,Sep,12,0,Fri,1,Clear/Partly Cloudy,0.68,0.6364,0.57,0.1642,84,305,389
14984,,Fall,1,Sep,13,0,Fri,1,Clear/Partly Cloudy,0.7,0.6515,0.54,0.1642,105,316,421
14985,,Fall,1,Sep,14,0,Fri,1,Clear/Partly Cloudy,0.7,0.6515,0.54,0.2985,113,299,412
14986,,Fall,1,Sep,15,0,Fri,1,Clear/Partly Cloudy,0.7,0.6515,0.54,0.2239,90,333,423
14987,,Fall,1,Sep,16,0,Fri,1,Clear/Partly Cloudy,0.7,0.6515,0.54,0.194,103,464,567
14988,,Fall,1,Sep,17,0,Fri,1,Clear/Partly Cloudy,0.68,0.6364,0.57,0.2836,107,739,846
14989,,Fall,1,Sep,18,0,Fri,1,Clear/Partly Cloudy,0.66,0.6212,0.61,0.2537,106,699,805
14990,,Fall,1,Sep,19,0,Fri,1,Clear/Partly Cloudy,0.64,0.6061,0.65,0.2537,95,493,588
14991,,Fall,1,Sep,20,0,Fri,1,Clear/Partly Cloudy,0.62,0.6061,0.69,0.194,54,315,369
14992,,Fall,1,Sep,21,0,Fri,1,Clear/Partly Cloudy,0.6,0.5909,0.73,0.2537,46,266,312
14993,,Fall,1,Sep,22,0,Fri,1,Clear/Partly Cloudy,0.6,0.5909,0.73,0.194,47,248,295
14994,,Fall,1,Sep,23,0,Fri,1,Clear/Partly Cloudy,0.6,0.5909,0.73,0.3284,23,163,186
14995,,Fall,1,Sep,0,0,Sat,0,Clear/Partly Cloudy,0.6,0.5909,0.73,0.2836,32,140,172
14996,,Fall,1,Sep,1,0,Sat,0,Clear/Partly Cloudy,0.58,0.5455,0.83,0.2985,18,106,124
14997,,Fall,1,Sep,2,0,Sat,0,Clear/Partly Cloudy,0.56,0.5303,0.88,0.2537,10,73,83
14998,,Fall,1,Sep,3,0,Sat,0,Clear/Partly Cloudy,0.56,0.5303,0.83,0.2836,6,39,45
14999,,Fall,1,Sep,4,0,Sat,0,Clear/Partly Cloudy,0.56,0.5303,0.83,0.2836,5,10,15
15000,,Fall,1,Sep,5,0,Sat,0,Clear/Partly Cloudy,0.56,0.5303,0.83,0.3284,2,15,17
15001,,Fall,1,Sep,6,0,Sat,0,Clear/Partly Cloudy,0.56,0.5303,0.83,0.2985,6,35,41
15002,,Fall,1,Sep,7,0,Sat,0,Clear/Partly Cloudy,0.58,0.5455,0.78,0.2537,7,70,77
15003,,Fall,1,Sep,8,0,Sat,0,Clear/Partly Cloudy,0.6,0.5909,0.73,0.2985,21,197,218
15004,,Fall,1,Sep,9,0,Sat,0,Clear/Partly Cloudy,0.64,0.6061,0.69,0.2537,88,289,377
15005,,Fall,1,Sep,10,0,Sat,0,Clear/Partly Cloudy,0.66,0.6212,0.65,0.3284,124,350,474
15006,,Fall,1,Sep,11,0,Sat,0,Clear/Partly Cloudy,0.7,0.6515,0.58,0.2836,189,437,626
15007,,Fall,1,Sep,12,0,Sat,0,Clear/Partly Cloudy,0.72,0.6667,0.54,0.2985,228,460,688
15008,,Fall,1,Sep,13,0,Sat,0,Clear/Partly Cloudy,0.74,0.6667,0.51,0.3582,273,434,707
15009,,Fall,1,Sep,14,0,Sat,0,Clear/Partly Cloudy,0.76,0.6818,0.48,0.2836,250,404,654
15010,,Fall,1,Sep,15,0,Sat,0,Clear/Partly Cloudy,0.74,0.6667,0.48,0.3881,307,443,750
15011,,Fall,1,Sep,16,0,Sat,0,Clear/Partly Cloudy,0.74,0.6667,0.51,0.3284,253,427,680
15012,,Fall,1,Sep,17,0,Sat,0,Clear/Partly Cloudy,0.74,0.6667,0.51,0.3284,195,451,646
15013,,Fall,1,Sep,18,0,Sat,0,Clear/Partly Cloudy,0.72,0.6667,0.54,0.2836,171,427,598
15014,,Fall,1,Sep,19,0,Sat,0,Clear/Partly Cloudy,0.7,0.6515,0.58,0.194,99,308,407
15015,,Fall,1,Sep,20,0,Sat,0,Clear/Partly Cloudy,0.7,0.6515,0.54,0.2537,76,249,325
15016,,Fall,1,Sep,21,0,Sat,0,Clear/Partly Cloudy,0.64,0.6212,0.57,0.2537,59,202,261
15017,,Fall,1,Sep,22,0,Sat,0,Clear/Partly Cloudy,0.62,0.6212,0.57,0.194,59,180,239
15018,,Fall,1,Sep,23,0,Sat,0,Clear/Partly Cloudy,0.62,0.6212,0.5,0.194,34,137,171
15019,,Winter,1,Sep,0,0,Sun,0,Clear/Partly Cloudy,0.62,0.6212,0.38,0.2537,34,146,180
15020,,Winter,1,Sep,1,0,Sun,0,Clear/Partly Cloudy,0.54,0.5152,0.52,0.3582,23,119,142
15021,,Winter,1,Sep,2,0,Sun,0,Clear/Partly Cloudy,0.52,0.5,0.48,0.2537,18,77,95
15022,,Winter,1,Sep,3,0,Sun,0,Clear/Partly Cloudy,0.48,0.4697,0.55,0.2985,13,41,54
15023,,Winter,1,Sep,4,0,Sun,0,Clear/Partly Cloudy,0.46,0.4545,0.55,0.2239,1,9,10
15024,,Winter,1,Sep,5,0,Sun,0,Clear/Partly Cloudy,0.46,0.4545,0.59,0.2537,1,5,6
15025,,Winter,1,Sep,6,0,Sun,0,Clear/Partly Cloudy,0.44,0.4394,0.62,0.2537,5,11,16
15026,,Winter,1,Sep,7,0,Sun,0,Clear/Partly Cloudy,0.46,0.4545,0.59,0.2239,9,48,57
15027,,Winter,1,Sep,8,0,Sun,0,Clear/Partly Cloudy,0.48,0.4697,0.55,0.3582,38,137,175
15028,,Winter,1,Sep,9,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.51,0.3284,71,205,276
15029,,Winter,1,Sep,10,0,Sun,0,Clear/Partly Cloudy,0.54,0.5152,0.45,0.2537,138,351,489
15030,,Winter,1,Sep,11,0,Sun,0,Clear/Partly Cloudy,0.56,0.5303,0.46,0.2537,186,384,570
15031,,Winter,1,Sep,12,0,Sun,0,Clear/Partly Cloudy,0.56,0.5303,0.43,0.1045,250,526,776
15032,,Winter,1,Sep,13,0,Sun,0,Clear/Partly Cloudy,0.6,0.6212,0.38,0.1642,257,445,702
15033,,Winter,1,Sep,14,0,Sun,0,Clear/Partly Cloudy,0.6,0.6212,0.38,0.194,266,400,666
15034,,Winter,1,Sep,15,0,Sun,0,Clear/Partly Cloudy,0.6,0.6212,0.33,0.2239,265,375,640
15035,,Winter,1,Sep,16,0,Sun,0,Clear/Partly Cloudy,0.6,0.6212,0.33,0.3284,254,437,691
15036,,Winter,1,Sep,17,0,Sun,0,Clear/Partly Cloudy,0.56,0.5303,0.35,0.2985,227,496,723
15037,,Winter,1,Sep,18,0,Sun,0,Clear/Partly Cloudy,0.54,0.5152,0.37,0.194,135,405,540
15038,,Winter,1,Sep,19,0,Sun,0,Clear/Partly Cloudy,0.52,0.5,0.42,0.1642,82,331,413
15039,,Winter,1,Sep,20,0,Sun,0,Clear/Partly Cloudy,0.52,0.5,0.42,0.1642,60,192,252
15040,,Winter,1,Sep,21,0,Sun,0,Misty/Cloudy,0.52,0.5,0.48,0.1045,51,145,196
15041,,Winter,1,Sep,22,0,Sun,0,Clear/Partly Cloudy,0.52,0.5,0.48,0.0,40,98,138
15042,,Winter,1,Sep,23,0,Sun,0,Misty/Cloudy,0.5,0.4848,0.59,0.1045,30,70,100
15043,,Winter,1,Sep,0,0,Mon,1,Clear/Partly Cloudy,0.46,0.4545,0.63,0.194,10,54,64
15044,,Winter,1,Sep,1,0,Mon,1,Clear/Partly Cloudy,0.46,0.4545,0.67,0.1343,6,12,18
15045,,Winter,1,Sep,2,0,Mon,1,Misty/Cloudy,0.46,0.4545,0.63,0.1343,0,8,8
15046,,Winter,1,Sep,3,0,Mon,1,Clear/Partly Cloudy,0.46,0.4545,0.63,0.1642,0,5,5
15047,,Winter,1,Sep,4,0,Mon,1,Clear/Partly Cloudy,0.44,0.4394,0.67,0.1045,0,8,8
15048,,Winter,1,Sep,5,0,Mon,1,Clear/Partly Cloudy,0.46,0.4545,0.63,0.0,2,35,37
15049,,Winter,1,Sep,6,0,Mon,1,Clear/Partly Cloudy,0.46,0.4545,0.59,0.0,6,162,168
